ATP,tourney_location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,loser_id,winner_id,match_id,Winner_Sets_Before,Winner_Gems_Before,Loser_Sets_Before,Loser_Gems_Before
3,Adelaide 2,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Ramos-Vinolas A.,148.0,38.0,378.0,1075.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,1.6,2.48,1.61,2.5,1.56,2.41,105077,105357,Adelaide 2_2023_105357_105077,0.0,0.0,0.0,0.0
3,Adelaide 2,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Bonzi B.,257.0,50.0,207.0,911.0,7.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,126127,104898,Adelaide 2_2023_104898_126127,0.0,0.0,0.0,0.0
3,Adelaide 2,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Huesler M.A.,Rinderknech A.,55.0,45.0,846.0,947.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.62,2.16,1.77,2.3,1.8,2.14,1.69,126239,144817,Adelaide 2_2023_144817_126239,0.0,0.0,0.0,0.0
3,Adelaide 2,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Kwon S.W.,Machac T.,84.0,115.0,626.0,500.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.93,1.96,2.0,2.19,1.87,1.92,207830,126952,Adelaide 2_2023_126952_207830,0.0,0.0,0.0,0.0
3,Adelaide 2,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,Ruusuvuori E.,77.0,46.0,694.0,941.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.74,2.21,1.83,2.25,1.73,2.09,200325,144707,Adelaide 2_2023_144707_200325,0.0,0.0,0.0,0.0
3,Adelaide 2,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Kubler J.,Etcheverry T.,86.0,80.0,613.0,649.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.44,2.97,1.46,3.39,1.42,2.85,144869,106186,Adelaide 2_2023_106186_144869,0.0,0.0,0.0,0.0
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Eubanks C.,Humbert U.,123.0,108.0,462.0,523.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.14,1.78,2.24,1.81,2.1,1.72,200005,111153,Auckland_2023_111153_200005,0.0,0.0,0.0,0.0
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Molcan A.,64.0,54.0,771.0,850.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.44,2.99,1.44,3.25,1.39,2.93,144684,111460,Auckland_2023_111460_144684,0.0,0.0,0.0,0.0
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Lehecka J.,Monteiro T.,78.0,69.0,685.0,729.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.57,2.54,1.58,2.55,1.54,2.43,106329,208103,Auckland_2023_208103_106329,0.0,0.0,0.0,0.0
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Shelton B.,Baez S.,92.0,41.0,584.0,987.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.47,2.86,1.51,3.1,1.43,2.79,202104,210097,Auckland_2023_210097_202104,0.0,0.0,0.0,0.0
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Munar J.,70.0,62.0,713.0,777.0,3.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.73,2.1,1.78,2.15,1.81,2.21,1.75,2.06,144719,111513,Auckland_2023_111513_144719,0.0,0.0,0.0,0.0
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Wolf J.J.,60.0,66.0,796.0,746.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.34,1.68,2.36,1.7,2.22,1.65,200670,106218,Auckland_2023_106218_200670,1.0,3.0,2.0,3.0
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,2nd Round,3,Brooksby J.,Schwartzman D.,48.0,25.0,920.0,1550.0,6.0,1.0,,,,,,,,,1.0,0.0,Retired,1.53,2.5,1.54,2.67,1.57,2.67,1.52,2.51,106043,202385,Auckland_2023_202385_106043,1.0,7.0,0.0,0.0
3,Adelaide 2,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Millman J.,32.0,148.0,1280.0,378.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.5,2.89,1.53,3.0,1.43,2.81,105357,200221,Adelaide 2_2023_200221_105357,2.0,5.0,1.0,2.0
3,Adelaide 2,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Draper J.,Paul T.,40.0,35.0,1010.0,1185.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.88,2.04,1.88,2.1,1.81,2.0,126205,207733,Adelaide 2_2023_207733_126205,2.0,6.0,2.0,4.0
3,Adelaide 2,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Huesler M.A.,20.0,55.0,1885.0,846.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.38,3.36,1.39,3.39,1.35,3.19,144817,111575,Adelaide 2_2023_111575_144817,0.0,0.0,1.0,1.0
3,Adelaide 2,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Ymer M.,Mcdonald M.,77.0,63.0,694.0,775.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.68,2.33,1.74,2.33,1.68,2.19,111456,144707,Adelaide 2_2023_144707_111456,1.0,3.0,2.0,4.0
3,Adelaide 2,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kwon S.W.,Carreno Busta P.,84.0,15.0,626.0,2420.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.63,1.5,2.58,1.57,2.65,1.57,2.55,1.52,105807,126952,Adelaide 2_2023_126952_105807,2.0,4.0,0.0,0.0
3,Adelaide 2,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Haase R.,26.0,257.0,1545.0,207.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.11,6.5,1.1,8.83,1.12,8.83,1.09,7.29,104898,105138,Adelaide 2_2023_105138_104898,0.0,0.0,2.0,8.0
3,Adelaide 2,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Kubler J.,28.0,86.0,1420.0,613.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.5,1.54,2.66,1.61,2.66,1.52,2.47,106186,200175,Adelaide 2_2023_200175_106186,2.0,4.0,2.0,3.0
3,Adelaide 2,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Rublev A.,110.0,6.0,522.0,3930.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.4,1.33,3.4,1.37,3.6,1.37,3.28,1.33,126094,106423,Adelaide 2_2023_106423_126094,1.0,7.0,0.0,0.0
4,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Lehecka J.,12.0,78.0,2575.0,685.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.32,3.72,1.32,4.11,1.28,3.68,208103,111815,Auckland_2023_111815_208103,0.0,0.0,2.0,5.0
4,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,Sousa J.,67.0,82.0,740.0,638.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.48,2.87,1.48,3.4,1.41,2.89,105311,104755,Auckland_2023_104755_105311,2.0,8.0,0.0,0.0
4,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Halys Q.,Shelton B.,64.0,92.0,771.0,584.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.71,2.27,1.82,2.28,1.73,2.11,210097,111460,Auckland_2023_111460_210097,2.0,5.0,2.0,6.0
4,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Goffin D.,Eubanks C.,53.0,123.0,870.0,462.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.62,2.46,1.63,2.61,1.54,2.46,111153,105676,Auckland_2023_105676_111153,2.0,5.0,2.0,2.0
4,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Lestienne C.,Barrere G.,65.0,88.0,760.0,603.0,1.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.91,1.91,1.91,2.0,1.92,2.0,1.86,1.93,106296,106005,Auckland_2023_106005_106296,2.0,8.0,1.0,3.0
4,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Djere L.,Ruud C.,70.0,3.0,713.0,5720.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,5.0,1.17,5.03,1.21,5.75,1.21,4.82,1.18,134770,111513,Auckland_2023_111513_134770,1.0,3.0,0.0,0.0
3,Adelaide 2,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Draper J.,Khachanov K.,40.0,20.0,1010.0,1885.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.9,1.99,2.12,2.09,1.91,1.88,111575,207733,Adelaide 2_2023_207733_111575,4.0,10.0,2.0,4.0
3,Adelaide 2,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Kwon S.W.,Ymer M.,84.0,77.0,626.0,694.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.21,1.75,2.3,1.75,2.17,1.68,144707,126952,Adelaide 2_2023_126952_144707,3.0,5.0,2.0,4.0
3,Adelaide 2,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Davidovich Fokina A.,26.0,32.0,1545.0,1280.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.72,2.26,1.72,2.44,1.64,2.23,200221,105138,Adelaide 2_2023_105138_200221,1.0,3.0,4.0,11.0
3,Adelaide 2,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Kokkinakis T.,Kecmanovic M.,110.0,28.0,522.0,1420.0,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.62,2.3,1.72,2.26,1.74,2.38,1.65,2.22,200175,106423,Adelaide 2_2023_106423_200175,2.0,9.0,3.0,5.0
4,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Giron M.,12.0,60.0,2575.0,796.0,6.0,1.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.29,3.75,1.34,3.61,1.34,3.66,1.31,3.47,106218,111815,Auckland_2023_111815_106218,1.0,4.0,3.0,7.0
4,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Brooksby J.,Halys Q.,48.0,64.0,920.0,771.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.93,1.97,2.06,2.1,1.86,1.93,111460,202385,Auckland_2023_202385_111460,2.0,12.0,4.0,12.0
4,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Goffin D.,67.0,53.0,740.0,870.0,1.0,6.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,2.3,1.62,2.39,1.65,2.5,1.68,2.27,1.62,105676,104755,Auckland_2023_104755_105676,4.0,13.0,4.0,11.0
4,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Lestienne C.,Djere L.,65.0,70.0,760.0,713.0,2.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.67,2.27,1.71,2.28,1.86,2.16,1.69,111513,106005,Auckland_2023_106005_111513,3.0,6.0,2.0,4.0
3,Adelaide 2,Adelaide International 2,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Kwon S.W.,Draper J.,84.0,40.0,626.0,1010.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.27,1.39,3.32,1.42,3.07,1.37,207733,126952,Adelaide 2_2023_126952_207733,5.0,14.0,6.0,13.0
3,Adelaide 2,Adelaide International 2,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Kokkinakis T.,26.0,110.0,1545.0,522.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.9,2.01,1.91,2.1,1.83,1.97,106423,105138,Adelaide 2_2023_105138_106423,3.0,10.0,3.0,16.0
4,Auckland,ASB Classic,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Norrie C.,Brooksby J.,12.0,48.0,2575.0,920.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.29,1.46,3.36,1.35,3.15,202385,111815,Auckland_2023_111815_202385,2.0,12.0,4.0,14.0
4,Auckland,ASB Classic,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Gasquet R.,Lestienne C.,67.0,65.0,740.0,760.0,,,,,,,,,,,,,Walkover,1.5,2.63,1.48,2.88,1.57,2.88,1.47,2.7,106005,104755,Auckland_2023_104755_106005,5.0,18.0,4.0,5.0
3,Adelaide 2,Adelaide International 2,2023-01-14,ATP250,Outdoor,Hard,The Final,3,Kwon S.W.,Bautista Agut R.,84.0,26.0,626.0,1545.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.49,1.61,3.0,1.62,2.58,1.5,105138,126952,Adelaide 2_2023_126952_105138,6.0,17.0,4.0,11.0
4,Auckland,ASB Classic,2023-01-14,ATP250,Outdoor,Hard,The Final,3,Gasquet R.,Norrie C.,67.0,12.0,740.0,2575.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.29,4.18,1.27,4.18,1.3,3.83,1.26,111815,104755,Auckland_2023_104755_111815,5.0,18.0,4.0,17.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,Wu Y.,62.0,114.0,790.0,494.0,6.0,4.0,5.0,7.0,6.0,2.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,2.38,1.57,2.4,1.65,2.4,1.66,2.33,1.61,200059,144895,Melbourne_2023_144895_200059,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Watanuki Y.,Rinderknech A.,138.0,59.0,413.0,807.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.3,1.62,2.18,1.77,2.45,1.77,2.28,1.64,126239,133297,Melbourne_2023_133297_126239,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Van De Zandschulp B.,Ivashka I.,34.0,73.0,1205.0,705.0,6.0,3.0,3.0,6.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.2,1.47,2.91,1.52,3.3,1.39,3.03,125802,122298,Melbourne_2023_122298_125802,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,Barrere G.,79.0,83.0,649.0,635.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.3,1.62,2.43,1.63,2.55,1.67,2.36,1.6,106296,144869,Melbourne_2023_144869_106296,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Edmund K.,16.0,581.0,2375.0,52.0,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.05,15.72,1.07,15.72,1.05,11.18,106378,206173,Melbourne_2023_206173_106378,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo F.,Pella G.,29.0,181.0,1383.0,318.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.13,6.0,1.17,6.06,1.2,6.06,1.15,5.58,105550,202103,Melbourne_2023_202103_105550,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Otte O.,194.0,74.0,289.0,701.0,6.0,2.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,2.75,1.44,2.86,1.48,3.0,1.5,2.79,1.44,106214,209992,Melbourne_2023_209992_106214,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Martinez P.,11.0,60.0,2860.0,801.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.06,13.22,1.06,13.22,1.05,10.6,124079,128034,Melbourne_2023_128034_124079,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Garin C.,31.0,87.0,1325.0,606.0,6.0,4.0,1.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.1,9.05,1.11,9.25,1.08,8.1,106426,200624,Melbourne_2023_200624_106426,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Ymer M.,33.0,69.0,1212.0,751.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.91,1.91,2.02,1.88,2.04,2.0,1.94,1.86,144707,106415,Melbourne_2023_106415_144707,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Lajovic D.,22.0,86.0,1830.0,626.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.08,8.0,1.09,9.82,1.1,9.82,1.08,8.01,105583,133430,Melbourne_2023_133430_105583,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Griekspoor T.,Kotov P.,63.0,117.0,789.0,483.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.2,1.42,3.1,1.42,3.4,1.37,3.13,200303,134868,Melbourne_2023_134868_200303,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,Nakashima B.,65.0,49.0,775.0,902.0,7.0,6.0,7.0,6.0,1.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,2.5,1.53,2.59,1.56,2.72,1.6,2.54,1.52,206909,111456,Melbourne_2023_111456_206909,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Zapata Miralles B.,20.0,72.0,1885.0,712.0,7.0,6.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.07,9.0,1.06,13.0,1.09,13.0,1.06,9.77,126523,111575,Melbourne_2023_111575_126523,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Altmaier D.,17.0,92.0,2260.0,584.0,6.0,3.0,6.0,3.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.1,7.0,1.1,8.65,1.12,8.65,1.1,7.19,127157,126207,Melbourne_2023_126207_127157,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Draper J.,2.0,38.0,5770.0,1020.0,7.0,5.0,2.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.36,3.2,1.44,3.02,1.44,3.3,1.39,3.02,207733,104745,Melbourne_2023_104745_207733,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Daniel T.,Escobedo E.,94.0,313.0,572.0,163.0,7.0,5.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.57,2.38,1.57,2.57,1.63,2.57,1.57,2.43,124014,106121,Melbourne_2023_106121_124014,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Borges N.,47.0,111.0,925.0,512.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.3,3.5,1.37,3.37,1.38,3.6,1.34,3.27,132686,132283,Melbourne_2023_132283_132686,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,Coric B.,71.0,23.0,717.0,1760.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,3.2,1.36,3.34,1.38,3.34,1.39,3.2,1.35,106432,208103,Melbourne_2023_208103_106432,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kubler J.,Baez S.,84.0,44.0,633.0,975.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.4,1.36,3.48,1.36,3.66,1.33,3.38,202104,106186,Melbourne_2023_106186_202104,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Svrcina D.,Munar J.,216.0,64.0,249.0,777.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,2.75,1.44,2.74,1.52,2.8,1.52,2.64,1.48,144719,207494,Melbourne_2023_207494_144719,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Huesler M.A.,140.0,51.0,410.0,866.0,6.0,7.0,7.0,5.0,6.0,7.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,2.2,1.67,2.25,1.72,2.3,1.78,2.18,1.69,144817,105357,Melbourne_2023_105357_144817,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,Kwon S.W.,116.0,52.0,487.0,862.0,6.0,3.0,6.0,7.0,6.0,3.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.38,1.57,2.65,1.55,2.65,1.62,2.38,1.58,126952,111153,Melbourne_2023_111153_126952,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Coria F.,78.0,76.0,687.0,695.0,4.0,6.0,7.0,5.0,2.0,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.14,5.5,1.17,5.96,1.22,6.0,1.16,5.38,105948,105916,Melbourne_2023_105916_105948,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Molcan A.,Wawrinka S.,53.0,139.0,850.0,412.0,6.0,7.0,6.0,3.0,1.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,3.75,1.29,3.89,1.3,4.0,1.31,3.7,1.28,104527,144684,Melbourne_2023_144684_104527,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Hijikata R.,Hanfmann Y.,169.0,128.0,344.0,435.0,4.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,2.0,1.8,1.98,1.93,2.1,1.93,1.98,1.83,105870,208014,Melbourne_2023_208014_105870,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Van Assche L.,12.0,143.0,2680.0,403.0,7.0,6.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,10.0,1.07,11.47,1.09,11.47,1.06,9.17,209414,111815,Melbourne_2023_111815_209414,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Pospisil V.,7.0,99.0,3895.0,560.0,1.0,6.0,7.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.07,9.0,1.08,10.82,1.08,10.82,1.07,8.87,105577,200000,Melbourne_2023_200000_105577,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Halys Q.,4.0,61.0,5715.0,800.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.14,5.5,1.14,6.96,1.18,6.96,1.14,5.69,111460,126774,Melbourne_2023_126774_111460,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lestienne C.,Monteiro T.,55.0,77.0,842.0,690.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.1,1.73,2.19,1.76,2.19,1.84,2.08,1.76,106329,106005,Melbourne_2023_106005_106329,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Harris L.,Musetti L.,186.0,19.0,310.0,1925.0,6.0,4.0,6.0,1.0,6.0,7.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,3.4,1.33,3.61,1.34,3.61,1.39,3.35,1.33,207518,144750,Melbourne_2023_144750_207518,0.0,0.0,0.0,0.0
5,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Giron M.,8.0,56.0,3860.0,841.0,6.0,0.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,17.0,1.04,18.34,1.08,18.34,1.03,13.88,106218,106421,Melbourne_2023_106421_106218,0.0,0.0,0.0,0.0
